SKU,cates,img_url,name,price,tag
 K2074 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Mei-Terumi-Mizukage-K2074-Minifigures-600x600.jpg,Anime Naruto Shippuden Mei Terumī (Mizukage) K2074 Minifigures,0.9,Mei Terumī
 K2073 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-A-Fourth-Hokage-K2073-Minifigures-600x600.jpg,Anime Naruto Shippuden A (Fourth Hokage) K2073 Minifigures,0.9,A
 K2072 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Gaara-Kazekage-K2072-Minifigures-600x600.jpg,Anime Naruto Shippuden Gaara (Kazekage) K2072 Minifigures,0.9,Gaara
 K2066 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Hashirama-Senju-Hokage-K2066-Minifigures-600x600.jpg,Anime Naruto Shippuden Hashirama Senju (Hokage) K2066 Minifigures,0.9,Hashirama Senju
 K2067 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Tobirama-Senju-Hokage-K2067-Minifigures-600x600.jpg,Anime Naruto Shippuden Tobirama Senju (Hokage) K2067 Minifigures,0.9,Tobirama Senju
 K2068 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Hiruzen-Sarutobi-Hokage-K2068-Minifigures-600x600.jpg,Anime Naruto Shippuden Hiruzen Sarutobi (Hokage) K2068 Minifigures,0.9,Hiruzen Sarutobi
 K2069 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Minato-Namikaze-Hokage-K2069-Minifigures-600x600.jpg,Anime Naruto Shippuden Minato Namikaze (Hokage) K2069 Minifigures,0.9,Minato Namikaze
 K2075 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Onoki-Tsuchikage-K2075-Minifigures-600x600.jpg,Anime Naruto Shippuden Ōnoki (Tsuchikage) K2075 Minifigures,0.9,Ōnoki
 K2085 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Kankuro-K2085-Minifigures-600x600.jpg,Anime Naruto Shippuden Kankuro K2085 Minifigures,1.1,Kankuro
 K2086 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Hiruzen-Sarutobi-K2086-Minifigures-600x600.jpg,Anime Naruto Shippuden Hiruzen Sarutobi K2086 Minifigures,1.1,Hiruzen Sarutobi
 K2087 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Haruno-Sakura-K2087-Minifigures-600x600.jpg,Anime Naruto Shippuden Haruno Sakura K2087 Minifigures,1.1,Haruno Sakura
 K2088 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Gaara-K2088-Minifigures-600x600.jpg,Anime Naruto Shippuden Gaara K2088 Minifigures,1.1,Gaara
 K2052 ,"Anime,Anime & Cartoon Minifigures,Minifigures Collection,Naruto Shippuden",https://brixtoy.com/wp-content/uploads/2023/10/Anime-Naruto-Shippuden-Kushina-Uzumaki-K2052-Minifigures-600x600.jpg,Anime Naruto Shippuden Kushina Uzumaki K2052 Minifigures,0.9,Kushina Uzumaki
